CAM,DBA,A_PORT,AIRNAME,BUILD,CUISINE_DESC,INS_DATE,ACTION_1,V_CODE,V_DESC,C_FLAG,SCR,GRD,GRD_DATE,REC_DATE,INS_TYPE
50033132,"UMAMI BURGER",ABE,"Lehigh Valley International Airport",158,American,14/04/2016,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,16,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50043813,"MU SHU",ABE,"Lehigh Valley International Airport",25313,Chinese,30/12/2015,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",9,A,30/12/2015,28/08/2017,"Cycle Inspection / Initial Inspection"
41717742,"ACCRA RESTAURANT",ABE,"Lehigh Valley International Airport",2065,African,29/03/2017,"Violations were cited in the following area(s).",04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,21,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50035763,"GOLDEN BAY RESTAURANT",ABI,"Abilene Regional Airport",2144,Asian,14/12/2015,"Violations were cited in the following area(s).",02B,"Hot food item not held at or above 140Âº F.",Critical,29,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41096100,"MATCH 65",ABI,"Abilene Regional Airport",29,French,14/04/2016,"Violations were cited in the following area(s).",15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.","Not Critical",,,,28/08/2017,"Smoke-Free Air Act / Initial Inspection"
41176390,HAYATY,ABI,"Abilene Regional Airport",103,"Middle Eastern",22/11/2016,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",13,A,22/11/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
41636405,"ASIAN FOOD LTD",ABI,"Abilene Regional Airport",8335,Filipino,25/04/2017,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",6,A,25/04/2017,28/08/2017,"Cycle Inspection / Initial Inspection"
50057332,ANTICA,ABI,"Abilene Regional Airport",370,American,27/06/2017,"Violations were cited in the following area(s).",02B,"Hot food item not held at or above 140Âº F.",Critical,10,A,27/06/2017,28/08/2017,"Cycle Inspection / Re-inspection"
41647578,"THE PAPER BOX",ABI,"Abilene Regional Airport",17,American,13/11/2015,"Violations were cited in the following area(s).",04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9,A,13/11/2015,28/08/2017,"Cycle Inspection / Initial Inspection"
40393378,"E.J LUNCHEONETTE",ABI,"Abilene Regional Airport",1271,American,18/06/2015,"Violations were cited in the following area(s).",06A,"Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",Critical,43,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40890510,"CHINA NEW STAR",ABI,"Abilene Regional Airport",2212,Chinese,19/11/2013,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",10,A,19/11/2013,28/08/2017,"Cycle Inspection / Initial Inspection"
50067888,,ABI,"Abilene Regional Airport",13109,Other,1/01/1900,,,,"Not Applicable",,,,28/08/2017,
50003966,"OASIS OF GREENPOINT",ABI,"Abilene Regional Airport",230,"Middle Eastern",18/12/2014,"Violations were cited in the following area(s).",04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50002091,"NEW LUCKY GARDEN",ABI,"Abilene Regional Airport",1587,Chinese,21/10/2014,"Violations were cited in the following area(s).",06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,26,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41645110,"SILVER PALACE",ABI,"Abilene Regional Airport",3438,Chinese,23/04/2015,"Violations were cited in the following area(s).",04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,17,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50002399,"KELSO BISTRO BAR & RESTAURANT",ABI,"Abilene Regional Airport",648,Spanish,12/02/2015,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",6,A,12/02/2015,28/08/2017,"Cycle Inspection / Re-inspection"
50018574,"RESIDENCE INN WORLD TRADE CENTER",ABI,"Abilene Regional Airport",170,American,22/04/2016,"Violations were cited in the following area(s).",10B,"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",12,A,22/04/2016,28/08/2017,"Cycle Inspection / Re-inspection"
40482593,"SHUBERT THEATER",ABI,"Abilene Regional Airport",225,American,8/10/2014,"Violations were cited in the following area(s).",06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,8/10/2014,28/08/2017,"Cycle Inspection / Re-inspection"
50046726,"CHIRPING CHICKEN",ABI,"Abilene Regional Airport",72,Chicken,30/05/2017,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,22,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50059097,"CROWN GRILL CHICKEN  SALAD",ABI,"Abilene Regional Airport",1719,American,29/03/2017,"Violations were cited in the following area(s).",06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,17,,,28/08/2017,"Pre-permit (Operational) / Initial Inspection"
50059099,"WELLNESS FIT",ABI,"Abilene Regional Airport",7120,Other,16/02/2017,"Violations were cited in the following area(s).",05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,10,,,28/08/2017,"Pre-permit (Operational) / Initial Inspection"
41656133,"MY PIE",ABI,"Abilene Regional Airport",696,Pizza,3/03/2016,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",9,A,3/03/2016,28/08/2017,"Cycle Inspection / Re-inspection"
41487277,"AUGURS WELL",ABI,"Abilene Regional Airport",115,American,7/04/2017,"Violations were cited in the following area(s).",04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,13,A,7/04/2017,28/08/2017,"Cycle Inspection / Initial Inspection"
50034542,YOGURTBERRY,ABI,"Abilene Regional Airport",8120,Spanish,25/11/2015,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",22,B,25/11/2015,28/08/2017,"Cycle Inspection / Re-inspection"
40849391,ENNJU,ABI,"Abilene Regional Airport",20,Japanese,15/04/2016,"Violations were cited in the following area(s).",04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,11,A,15/04/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
50018604,"MR. NOSH",ABI,"Abilene Regional Airport",3323,Chinese,23/05/2016,"Violations were cited in the following area(s).",04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41630104,"LUCKY CHINESE RESTAURANT",ABI,"Abilene Regional Airport",5008,Chinese,4/03/2015,"Violations were cited in the following area(s).",02B,"Hot food item not held at or above 140Âº F.",Critical,24,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50035792,"FAITH PENN",ABI,"Abilene Regional Airport",258,Caribbean,6/07/2016,"Violations were cited in the following area(s).",09C,"Food contact surface not properly maintained.","Not Critical",9,A,6/07/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
50046453,"KENNEDY DELI & PIZZA",ABI,"Abilene Regional Airport",15705,Other,27/04/2017,"Violations were cited in the following area(s).",10B,"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",15,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41543722,DOMINO'S,ABI,"Abilene Regional Airport",736,Pizza,1/12/2014,"Violations were cited in the following area(s).",10H,"Proper sanitization not provided for utensil ware washing operation.","Not Critical",11,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41342422,"DON PICHON RESTAURANT",ABI,"Abilene Regional Airport",359,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",19/08/2016,"Violations were cited in the following area(s).",02B,"Hot food item not held at or above 140Âº F.",Critical,22,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50018060,"THE MARKET",ABI,"Abilene Regional Airport",372,Asian,26/07/2017,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",7,A,26/07/2017,28/08/2017,"Cycle Inspection / Initial Inspection"
50009320,"SALT + CHARCOAL",ABI,"Abilene Regional Airport",171,Japanese,13/11/2015,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",11,A,13/11/2015,28/08/2017,"Cycle Inspection / Re-inspection"
50034380,"KRAVE IT",ABI,"Abilene Regional Airport",4015,Pizza,10/06/2015,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",12,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50018186,"IRIS CAFE",ABI,"Abilene Regional Airport",20,American,16/02/2016,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",13,A,16/02/2016,28/08/2017,"Cycle Inspection / Re-inspection"
40826684,"WU LIANG YE RESTAURANT",ABI,"Abilene Regional Airport",36,Chinese,12/12/2014,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,36,C,12/12/2014,28/08/2017,"Cycle Inspection / Re-inspection"
41308759,"KU SHIANG RESTAURANT",ABI,"Abilene Regional Airport",13538,Chinese,29/05/2014,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",14,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41633095,"BAMBOO YA",ABI,"Abilene Regional Airport",9711,Japanese,23/06/2016,"Violations were cited in the following area(s).",04M,"Live roaches present in facility's food and/or non-food areas.",Critical,15,B,23/06/2016,28/08/2017,"Cycle Inspection / Re-inspection"
50014309,"LA TORRE RESTAURANT & BAR",ABI,"Abilene Regional Airport",610,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",22/11/2014,"Violations were cited in the following area(s).",05D,"Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",Critical,21,,,28/08/2017,"Pre-permit (Operational) / Initial Inspection"
50056684,"DONG'S FAMILY CUISINE",ABI,"Abilene Regional Airport",15224,Korean,29/12/2016,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,29/12/2016,28/08/2017,"Pre-permit (Operational) / Initial Inspection"
41272814,SUBWAY,ABI,"Abilene Regional Airport",1269,Sandwiches,20/07/2016,"Violations were cited in the following area(s).",06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,17,B,20/07/2016,28/08/2017,"Cycle Inspection / Re-inspection"
50056372,LALO,ABI,"Abilene Regional Airport",104,Californian,16/06/2017,"Violations were cited in the following area(s).",10H,"Proper sanitization not provided for utensil ware washing operation.","Not Critical",11,A,16/06/2017,28/08/2017,"Pre-permit (Operational) / Re-inspection"
40812630,"THE LOEB BOATHOUSE CENTRAL PARK",ABI,"Abilene Regional Airport",0,American,29/10/2015,"Violations were cited in the following area(s).",10J,"''''Wash hands sign not posted at hand wash facility.","Not Critical",31,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40747940,"BLUE DINER",ABI,"Abilene Regional Airport",217,American,19/10/2016,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",13,A,19/10/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
41270009,"FORTY CARROTS",ABI,"Abilene Regional Airport",1000,American,16/06/2014,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",26,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41174270,"DUNKIN' DONUTS",ABI,"Abilene Regional Airport",11602,Donuts,20/03/2015,"Violations were cited in the following area(s).",10B,"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",5,A,20/03/2015,28/08/2017,"Cycle Inspection / Re-inspection"
40658440,"HILLSIDE GOURMET",ABI,"Abilene Regional Airport",1664,Donuts,2/05/2017,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,14,B,2/05/2017,28/08/2017,"Cycle Inspection / Re-inspection"
41316105,"MAGNA BAR & RESTAURANT",ABI,"Abilene Regional Airport",3525,Italian,22/02/2017,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",10,A,22/02/2017,28/08/2017,"Cycle Inspection / Initial Inspection"
41309387,"NEW TACO EXPRESS",ABI,"Abilene Regional Airport",130,Tex-Mex,17/11/2015,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",12,A,17/11/2015,28/08/2017,"Cycle Inspection / Re-inspection"
41094277,"JIMBO'S HAMBURGER PLACE",ABI,"Abilene Regional Airport",690,Hamburgers,9/01/2015,"Violations were cited in the following area(s).",06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11,A,9/01/2015,28/08/2017,"Cycle Inspection / Initial Inspection"
40385693,"SALUMERIA BEILLESE/ BIRICCHINO REST",ABI,"Abilene Regional Airport",378,Italian,17/06/2016,"Violations were cited in the following area(s).",10H,"Proper sanitization not provided for utensil ware washing operation.","Not Critical",10,A,17/06/2016,28/08/2017,"Cycle Inspection / Re-inspection"
41708706,"CHINA SING",ABI,"Abilene Regional Airport",10916,Chinese,5/10/2015,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",9,A,5/10/2015,28/08/2017,"Cycle Inspection / Initial Inspection"
50014244,"CHIKA MEXICANA",ABI,"Abilene Regional Airport",814,Mexican,19/04/2016,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",40,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40401912,O'NIEALS,ABI,"Abilene Regional Airport",174,American,3/08/2016,"Violations were cited in the following area(s).",06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,3/08/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
40391417,"THE BEEKMAN",ABI,"Abilene Regional Airport",15,Irish,26/08/2014,"Violations were cited in the following area(s).",04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,35,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40795070,"TERMINAL1 EMPLOYEE CAFETERIA",ABI,"Abilene Regional Airport",1,American,22/10/2013,"Violations were cited in the following area(s).",04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,25,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50018440,POPPY'S,ABI,"Abilene Regional Airport",189,American,24/03/2016,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",11,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40380164,CUCHIFRITOS,ABI,"Abilene Regional Airport",158,Spanish,16/01/2014,"Violations were cited in the following area(s).",09A,"Canned food product observed dented and not segregated from other consumable food items.","Not Critical",21,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50037656,"HIBACHI KING",ABI,"Abilene Regional Airport",150,Japanese,25/08/2015,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",13,A,25/08/2015,28/08/2017,"Pre-permit (Operational) / Re-inspection"
50003373,"ASTORIA HELLGATE",ABI,"Abilene Regional Airport",19-19,American,9/08/2016,"Violations were cited in the following area(s).",08C,"Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","Not Critical",18,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41108068,"JOPHSUA 19",ABI,"Abilene Regional Airport",13406,Mexican,11/02/2016,"Violations were cited in the following area(s).",06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,11/02/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
50038733,"HERO SHOP",ABI,"Abilene Regional Airport",1211,American,31/07/2017,"Violations were cited in the following area(s).",02B,"Hot food item not held at or above 140Âº F.",Critical,21,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41529719,"WING HUA II",ABI,"Abilene Regional Airport",223,Chinese,2/01/2014,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",11,A,2/01/2014,28/08/2017,"Cycle Inspection / Re-inspection"
50011289,"PASTAFINA PIZZA",ABI,"Abilene Regional Airport",388,Pizza,18/05/2015,"Violations were cited in the following area(s).",02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,52,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50004709,"GUACUCO HOT DOGS",ABI,"Abilene Regional Airport",234,American,5/02/2016,"Violations were cited in the following area(s).",06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,5/02/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
40548426,SPOLINI'S,ABI,"Abilene Regional Airport",11625,Italian,18/02/2016,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,23,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41465455,"HAPPY HOUSE",ABI,"Abilene Regional Airport",1,Chinese,19/02/2014,"Violations were cited in the following area(s).",04M,"Live roaches present in facility's food and/or non-food areas.",Critical,19,B,19/02/2014,28/08/2017,"Cycle Inspection / Re-inspection"
40376718,"PJ BERNSTEIN DELI & RESTAURANT",ABI,"Abilene Regional Airport",1215,Delicatessen,12/12/2016,"Violations were cited in the following area(s).",06A,"Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",Critical,13,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50033317,"DAI HING RESTAURANT",ABI,"Abilene Regional Airport",8785,Chinese,29/10/2016,"Violations were cited in the following area(s).",02B,"Hot food item not held at or above 140Âº F.",Critical,12,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50034608,"PALACIO CHINO RESTAURANT",ABI,"Abilene Regional Airport",5621,Chinese,21/01/2016,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41664779,"D'ALESSANDRO'S CORNER GRILL",ABI,"Abilene Regional Airport",3935,American,5/11/2015,"Violations were cited in the following area(s).",04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,17,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50005784,"ORGANIC FOOD, NATURAL JUICES AND COFFEE SHOP",ABI,"Abilene Regional Airport",9706,Spanish,1/04/2014,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",12,A,1/04/2014,28/08/2017,"Pre-permit (Operational) / Re-inspection"
41319437,"IL CORSO RISTORANTE ITALIANO",ABI,"Abilene Regional Airport",54,Italian,27/07/2015,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",26,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50037405,FIKA,ABI,"Abilene Regional Airport",41,"Sandwiches/Salads/Mixed Buffet",23/06/2016,"Violations were cited in the following area(s).",02B,"Hot food item not held at or above 140Âº F.",Critical,9,A,23/06/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
50045788,"CHINELOS II DELI-GROCERY RESTAURANT",ABI,"Abilene Regional Airport",530,Mexican,1/05/2017,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",4,A,1/05/2017,28/08/2017,"Cycle Inspection / Re-inspection"
41673003,"SUITE KITCHEN",ABI,"Abilene Regional Airport",75,American,24/06/2017,"Violations were cited in the following area(s).",10B,"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",31,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41716444,"TOTTO RAMEN",ABI,"Abilene Regional Airport",366,Japanese,24/07/2017,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,25,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41527847,"THE COTTAGE/AZUKI JAPANESE",ABI,"Abilene Regional Airport",120,Chinese,18/03/2016,"Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.",04C,"Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",Critical,61,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50000582,"DREAM BABY",ABI,"Abilene Regional Airport",162,American,25/05/2016,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",27,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40645418,"IBM EXECUTIVE DINING ROOM",ABI,"Abilene Regional Airport",590,American,30/06/2017,"Violations were cited in the following area(s).",06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,30/06/2017,28/08/2017,"Cycle Inspection / Initial Inspection"
50057808,CLANCEY,ABI,"Abilene Regional Airport",79,American,10/02/2017,"Violations were cited in the following area(s).",10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.","Not Critical",9,A,10/02/2017,28/08/2017,"Pre-permit (Operational) / Re-inspection"
50015023,"URBAN  CRAVE",ABI,"Abilene Regional Airport",0,American,21/06/2017,"Violations were cited in the following area(s).",09C,"Food contact surface not properly maintained.","Not Critical",9,A,21/06/2017,28/08/2017,"Cycle Inspection / Initial Inspection"
41662786,"THE PONY BAR",ABI,"Abilene Regional Airport",1444,American,8/06/2016,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,15,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41025359,SMILERS,ABI,"Abilene Regional Airport",554,American,9/11/2016,"Violations were cited in the following area(s).",02B,"Hot food item not held at or above 140Âº F.",Critical,12,A,9/11/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
41091568,"POPEYES LOUISIANA KITCHEN",ABI,"Abilene Regional Airport",205,Chicken,16/08/2016,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",12,A,16/08/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
41450562,MATISSE,ABI,"Abilene Regional Airport",924,French,3/06/2016,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,19,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41497089,"EL NUEVO TAINO",ABI,"Abilene Regional Airport",2228,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",20/01/2017,"Violations were cited in the following area(s).",05D,"Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",Critical,15,B,20/01/2017,28/08/2017,"Cycle Inspection / Re-inspection"
50002119,STARBUCKS,ABI,"Abilene Regional Airport",151,CafÃ©/Coffee/Tea,17/07/2017,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",13,A,17/07/2017,28/08/2017,"Cycle Inspection / Initial Inspection"
